student_id,gender,grade_level,student_category,subject,score,pass_fail
1034,Female,12,Advanced,History,66,Pass
1034,Female,12,Advanced,Computer Science,68,Pass
1035,Male,12,Intermediate,Mathematics,51,Pass
1035,Male,12,Intermediate,Science,66,Pass
1035,Male,12,Intermediate,English,60,Pass
1035,Male,12,Intermediate,History,70,Pass
1035,Male,12,Intermediate,Computer Science,82,Pass
1036,Female,10,Beginner,Mathematics,32,Fail
1036,Female,10,Beginner,Science,40,Fail
1036,Female,10,Beginner,English,40,Fail
1036,Female,10,Beginner,History,31,Fail
1036,Female,10,Beginner,Computer Science,60,Pass
1037,Male,11,Beginner,Mathematics,23,Fail
1037,Male,11,Beginner,Science,25,Fail
1037,Male,11,Beginner,English,64,Pass
1037,Male,11,Beginner,History,58,Pass
1037,Male,11,Beginner,Computer Science,55,Pass
1038,Male,9,Beginner,Mathematics,52,Pass
1038,Male,9,Beginner,Science,27,Fail
1038,Male,9,Beginner,English,38,Fail
1038,Male,9,Beginner,History,32,Fail
1038,Male,9,Beginner,Computer Science,61,Pass
1039,Male,12,Advanced,Mathematics,62,Pass
1039,Male,12,Advanced,Science,93,Pass
1039,Male,12,Advanced,English,77,Pass
1039,Male,12,Advanced,History,100,Pass
1039,Male,12,Advanced,Computer Science,96,Pass
1040,Male,12,Advanced,Mathematics,92,Pass
1040,Male,12,Advanced,Science,93,Pass
1040,Male,12,Advanced,English,95,Pass
1040,Male,12,Advanced,History,83,Pass
1040,Male,12,Advanced,Computer Science,74,Pass
1041,Female,10,Advanced,Mathematics,71,Pass
1041,Female,10,Advanced,Science,82,Pass
1041,Female,10,Advanced,English,70,Pass
1041,Female,10,Advanced,History,82,Pass
1041,Female,10,Advanced,Computer Science,87,Pass
1042,Male,9,Intermediate,Mathematics,64,Pass
1042,Male,9,Intermediate,Science,76,Pass
1042,Male,9,Intermediate,English,78,Pass
1042,Male,9,Intermediate,History,49,Fail
1042,Male,9,Intermediate,Computer Science,42,Fail
1043,Male,11,Beginner,Mathematics,28,Fail
1043,Male,11,Beginner,Science,44,Fail
1043,Male,11,Beginner,English,31,Fail
1043,Male,11,Beginner,History,43,Fail
1043,Male,11,Beginner,Computer Science,46,Fail
1044,Male,12,Intermediate,Mathematics,69,Pass
1044,Male,12,Intermediate,Science,82,Pass
1044,Male,12,Intermediate,English,61,Pass
1044,Male,12,Intermediate,History,82,Pass
1044,Male,12,Intermediate,Computer Science,79,Pass
1045,Male,11,Beginner,Mathematics,62,Pass
1045,Male,11,Beginner,Science,28,Fail
1045,Male,11,Beginner,English,35,Fail
1045,Male,11,Beginner,History,44,Fail
1045,Male,11,Beginner,Computer Science,30,Fail
1046,Male,11,Advanced,Mathematics,73,Pass
1046,Male,11,Advanced,Science,95,Pass
1046,Male,11,Advanced,English,75,Pass
1046,Male,11,Advanced,History,84,Pass
1046,Male,11,Advanced,Computer Science,71,Pass
1047,Female,12,Beginner,Mathematics,36,Fail
1047,Female,12,Beginner,Science,25,Fail
1047,Female,12,Beginner,English,32,Fail
1047,Female,12,Beginner,History,68,Pass
1047,Female,12,Beginner,Computer Science,50,Pass
1048,Male,9,Intermediate,Mathematics,56,Pass
1048,Male,9,Intermediate,Science,45,Fail
1048,Male,9,Intermediate,English,82,Pass
1048,Male,9,Intermediate,History,59,Pass
1048,Male,9,Intermediate,Computer Science,48,Fail
1049,Female,12,Beginner,Mathematics,55,Pass
1049,Female,12,Beginner,Science,22,Fail
1049,Female,12,Beginner,English,34,Fail
1049,Female,12,Beginner,History,32,Fail
1049,Female,12,Beginner,Computer Science,67,Pass
1050,Male,11,Advanced,Mathematics,92,Pass
1050,Male,11,Advanced,Science,92,Pass
1050,Male,11,Advanced,English,71,Pass
1050,Male,11,Advanced,History,90,Pass
1050,Male,11,Advanced,Computer Science,66,Pass
1051,Female,11,Advanced,Mathematics,57,Pass
1051,Female,11,Advanced,Science,79,Pass
1051,Female,11,Advanced,English,75,Pass
1051,Female,11,Advanced,History,78,Pass
1051,Female,11,Advanced,Computer Science,64,Pass
1052,Female,10,Intermediate,Mathematics,50,Pass
1052,Female,10,Intermediate,Science,47,Fail
1052,Female,10,Intermediate,English,53,Pass
1052,Female,10,Intermediate,History,69,Pass
1052,Female,10,Intermediate,Computer Science,39,Fail
1053,Female,12,Advanced,Mathematics,70,Pass
1053,Female,12,Advanced,Science,74,Pass
1053,Female,12,Advanced,English,72,Pass
1053,Female,12,Advanced,History,69,Pass
1053,Female,12,Advanced,Computer Science,82,Pass
1054,Female,10,Advanced,Mathematics,67,Pass
1054,Female,10,Advanced,Science,86,Pass
1054,Female,10,Advanced,English,84,Pass
1054,Female,10,Advanced,History,82,Pass
1054,Female,10,Advanced,Computer Science,72,Pass
1055,Male,10,Advanced,Mathematics,80,Pass
1055,Male,10,Advanced,Science,78,Pass
1055,Male,10,Advanced,English,79,Pass
1055,Male,10,Advanced,History,67,Pass
1055,Male,10,Advanced,Computer Science,75,Pass
1056,Female,11,Intermediate,Mathematics,36,Fail
1056,Female,11,Intermediate,Science,44,Fail
1056,Female,11,Intermediate,English,58,Pass
1056,Female,11,Intermediate,History,54,Pass
1056,Female,11,Intermediate,Computer Science,75,Pass
1057,Male,9,Intermediate,Mathematics,73,Pass
1057,Male,9,Intermediate,Science,64,Pass
1057,Male,9,Intermediate,English,64,Pass
1057,Male,9,Intermediate,History,63,Pass
1057,Male,9,Intermediate,Computer Science,65,Pass
1058,Male,12,Beginner,Mathematics,56,Pass
1058,Male,12,Beginner,Science,34,Fail
1058,Male,12,Beginner,English,43,Fail
1058,Male,12,Beginner,History,30,Fail
1058,Male,12,Beginner,Computer Science,68,Pass
1059,Male,10,Intermediate,Mathematics,58,Pass
1059,Male,10,Intermediate,Science,64,Pass
1059,Male,10,Intermediate,English,46,Fail
1059,Male,10,Intermediate,History,85,Pass
1059,Male,10,Intermediate,Computer Science,59,Pass
1060,Female,9,Beginner,Mathematics,39,Fail
1060,Female,9,Beginner,Science,54,Pass
1060,Female,9,Beginner,English,46,Fail
1060,Female,9,Beginner,History,70,Pass
1060,Female,9,Beginner,Computer Science,49,Fail
1061,Female,11,Intermediate,Mathematics,70,Pass
1061,Female,11,Intermediate,Science,45,Fail
1061,Female,11,Intermediate,English,54,Pass
1061,Female,11,Intermediate,History,69,Pass
1061,Female,11,Intermediate,Computer Science,80,Pass
1062,Male,11,Intermediate,Mathematics,60,Pass
1062,Male,11,Intermediate,Science,72,Pass
1062,Male,11,Intermediate,English,42,Fail
1062,Male,11,Intermediate,History,62,Pass
1062,Male,11,Intermediate,Computer Science,56,Pass
1063,Female,11,Advanced,Mathematics,84,Pass
1063,Female,11,Advanced,Science,85,Pass
1063,Female,11,Advanced,English,90,Pass
1063,Female,11,Advanced,History,76,Pass
1063,Female,11,Advanced,Computer Science,90,Pass
1064,Male,9,Intermediate,Mathematics,53,Pass
1064,Male,9,Intermediate,Science,69,Pass
1064,Male,9,Intermediate,English,84,Pass
1064,Male,9,Intermediate,History,83,Pass
1064,Male,9,Intermediate,Computer Science,77,Pass
1065,Male,10,Intermediate,Mathematics,78,Pass
1065,Male,10,Intermediate,Science,56,Pass
1065,Male,10,Intermediate,English,56,Pass
1065,Male,10,Intermediate,History,55,Pass
1065,Male,10,Intermediate,Computer Science,47,Fail
1066,Male,10,Advanced,Mathematics,85,Pass
1066,Male,10,Advanced,Science,96,Pass
1066,Male,10,Advanced,English,66,Pass
1066,Male,10,Advanced,History,92,Pass
1066,Male,10,Advanced,Computer Science,84,Pass
1067,Male,12,Beginner,Mathematics,51,Pass
1067,Male,12,Beginner,Science,47,Fail
1067,Male,12,Beginner,English,42,Fail
1067,Male,12,Beginner,History,37,Fail
1067,Male,12,Beginner,Computer Science,64,Pass
1068,Male,9,Beginner,Mathematics,47,Fail
1068,Male,9,Beginner,Science,36,Fail
1068,Male,9,Beginner,English,38,Fail
1068,Male,9,Beginner,History,72,Pass
1068,Male,9,Beginner,Computer Science,56,Pass
1069,Male,10,Intermediate,Mathematics,42,Fail
1069,Male,10,Intermediate,Science,66,Pass
1069,Male,10,Intermediate,English,50,Pass
1069,Male,10,Intermediate,History,72,Pass
1069,Male,10,Intermediate,Computer Science,80,Pass
1070,Female,12,Beginner,Mathematics,59,Pass
1070,Female,12,Beginner,Science,54,Pass
1070,Female,12,Beginner,English,54,Pass
1070,Female,12,Beginner,History,63,Pass
1070,Female,12,Beginner,Computer Science,51,Pass
1071,Female,12,Advanced,Mathematics,71,Pass
1071,Female,12,Advanced,Science,72,Pass
1071,Female,12,Advanced,English,100,Pass
1071,Female,12,Advanced,History,80,Pass
1071,Female,12,Advanced,Computer Science,91,Pass
1072,Male,11,Intermediate,Mathematics,63,Pass
1072,Male,11,Intermediate,Science,41,Fail
1072,Male,11,Intermediate,English,87,Pass
1072,Male,11,Intermediate,History,61,Pass
1072,Male,11,Intermediate,Computer Science,53,Pass
1073,Female,11,Intermediate,Mathematics,69,Pass
1073,Female,11,Intermediate,Science,42,Fail
1073,Female,11,Intermediate,English,50,Pass
1073,Female,11,Intermediate,History,52,Pass
1073,Female,11,Intermediate,Computer Science,52,Pass
1074,Male,10,Intermediate,Mathematics,39,Fail
1074,Male,10,Intermediate,Science,63,Pass
1074,Male,10,Intermediate,English,68,Pass
1074,Male,10,Intermediate,History,64,Pass
1074,Male,10,Intermediate,Computer Science,72,Pass
1075,Female,9,Intermediate,Mathematics,48,Fail
1075,Female,9,Intermediate,Science,63,Pass
1075,Female,9,Intermediate,English,66,Pass
1075,Female,9,Intermediate,History,80,Pass
1075,Female,9,Intermediate,Computer Science,82,Pass
1076,Female,12,Advanced,Mathematics,55,Pass
1076,Female,12,Advanced,Science,79,Pass
1076,Female,12,Advanced,English,81,Pass
1076,Female,12,Advanced,History,87,Pass
1076,Female,12,Advanced,Computer Science,84,Pass
1077,Male,12,Beginner,Mathematics,34,Fail
1077,Male,12,Beginner,Science,39,Fail
1077,Male,12,Beginner,English,54,Pass
1077,Male,12,Beginner,History,59,Pass
1077,Male,12,Beginner,Computer Science,24,Fail
1078,Female,12,Intermediate,Mathematics,45,Fail
1078,Female,12,Intermediate,Science,66,Pass
1078,Female,12,Intermediate,English,50,Pass
1078,Female,12,Intermediate,History,82,Pass
1078,Female,12,Intermediate,Computer Science,72,Pass
1079,Female,9,Advanced,Mathematics,60,Pass
1079,Female,9,Advanced,Science,84,Pass
1079,Female,9,Advanced,English,70,Pass
1079,Female,9,Advanced,History,92,Pass
1079,Female,9,Advanced,Computer Science,69,Pass
1080,Female,12,Advanced,Mathematics,75,Pass
1080,Female,12,Advanced,Science,70,Pass
1080,Female,12,Advanced,English,91,Pass
1080,Female,12,Advanced,History,83,Pass
1080,Female,12,Advanced,Computer Science,79,Pass
1081,Female,12,Intermediate,Mathematics,51,Pass
1081,Female,12,Intermediate,Science,42,Fail
1081,Female,12,Intermediate,English,72,Pass
1081,Female,12,Intermediate,History,44,Fail
1081,Female,12,Intermediate,Computer Science,72,Pass
1082,Female,10,Advanced,Mathematics,59,Pass
1082,Female,10,Advanced,Science,59,Pass
1082,Female,10,Advanced,English,63,Pass
1082,Female,10,Advanced,History,78,Pass
1082,Female,10,Advanced,Computer Science,70,Pass
1083,Male,10,Advanced,Mathematics,63,Pass
1083,Male,10,Advanced,Science,87,Pass
1083,Male,10,Advanced,English,69,Pass
1083,Male,10,Advanced,History,99,Pass
1083,Male,10,Advanced,Computer Science,71,Pass
1084,Female,11,Intermediate,Mathematics,45,Fail
1084,Female,11,Intermediate,Science,75,Pass
1084,Female,11,Intermediate,English,80,Pass
1084,Female,11,Intermediate,History,88,Pass
1084,Female,11,Intermediate,Computer Science,45,Fail
1085,Female,9,Advanced,Mathematics,92,Pass
1085,Female,9,Advanced,Science,58,Pass
1085,Female,9,Advanced,English,81,Pass
1085,Female,9,Advanced,History,99,Pass
1085,Female,9,Advanced,Computer Science,82,Pass
1086,Male,9,Intermediate,Mathematics,72,Pass
1086,Male,9,Intermediate,Science,81,Pass
1086,Male,9,Intermediate,English,82,Pass
1086,Male,9,Intermediate,History,58,Pass
1086,Male,9,Intermediate,Computer Science,44,Fail
1087,Female,9,Beginner,Mathematics,56,Pass
1087,Female,9,Beginner,Science,24,Fail
1087,Female,9,Beginner,English,49,Fail
1087,Female,9,Beginner,History,62,Pass
1087,Female,9,Beginner,Computer Science,50,Pass
1088,Female,9,Beginner,Mathematics,52,Pass
1088,Female,9,Beginner,Science,63,Pass
1088,Female,9,Beginner,English,48,Fail
1088,Female,9,Beginner,History,28,Fail
1088,Female,9,Beginner,Computer Science,49,Fail
1089,Male,12,Intermediate,Mathematics,58,Pass
1089,Male,12,Intermediate,Science,77,Pass
1089,Male,12,Intermediate,English,71,Pass
1089,Male,12,Intermediate,History,88,Pass
1089,Male,12,Intermediate,Computer Science,47,Fail
1090,Male,11,Intermediate,Mathematics,74,Pass
1090,Male,11,Intermediate,Science,71,Pass
1090,Male,11,Intermediate,English,72,Pass
1090,Male,11,Intermediate,History,72,Pass
1090,Male,11,Intermediate,Computer Science,65,Pass
1091,Female,11,Beginner,Mathematics,35,Fail
1091,Female,11,Beginner,Science,27,Fail
1091,Female,11,Beginner,English,44,Fail
1091,Female,11,Beginner,History,56,Pass
1091,Female,11,Beginner,Computer Science,38,Fail
1092,Female,11,Intermediate,Mathematics,36,Fail
1092,Female,11,Intermediate,Science,68,Pass
1092,Female,11,Intermediate,English,62,Pass
1092,Female,11,Intermediate,History,54,Pass
1092,Female,11,Intermediate,Computer Science,69,Pass
1093,Female,11,Advanced,Mathematics,76,Pass
1093,Female,11,Advanced,Science,74,Pass
1093,Female,11,Advanced,English,100,Pass
1093,Female,11,Advanced,History,80,Pass
1093,Female,11,Advanced,Computer Science,93,Pass
1094,Male,9,Advanced,Mathematics,70,Pass
1094,Male,9,Advanced,Science,83,Pass
1094,Male,9,Advanced,English,93,Pass
1094,Male,9,Advanced,History,98,Pass
1094,Male,9,Advanced,Computer Science,73,Pass
1095,Female,12,Beginner,Mathematics,48,Fail
1095,Female,12,Beginner,Science,23,Fail
1095,Female,12,Beginner,English,32,Fail
1095,Female,12,Beginner,History,46,Fail
1095,Female,12,Beginner,Computer Science,37,Fail
1096,Male,11,Intermediate,Mathematics,77,Pass
1096,Male,11,Intermediate,Science,74,Pass
1096,Male,11,Intermediate,English,65,Pass
1096,Male,11,Intermediate,History,73,Pass
1096,Male,11,Intermediate,Computer Science,73,Pass
1097,Female,12,Beginner,Mathematics,55,Pass
1097,Female,12,Beginner,Science,43,Fail
1097,Female,12,Beginner,English,49,Fail
1097,Female,12,Beginner,History,72,Pass
1097,Female,12,Beginner,Computer Science,52,Pass
1098,Female,11,Intermediate,Mathematics,49,Fail
1098,Female,11,Intermediate,Science,44,Fail
1098,Female,11,Intermediate,English,54,Pass
1098,Female,11,Intermediate,History,63,Pass
1098,Female,11,Intermediate,Computer Science,45,Fail
1099,Male,10,Beginner,Mathematics,33,Fail
1099,Male,10,Beginner,Science,52,Pass
1099,Male,10,Beginner,English,44,Fail
1099,Male,10,Beginner,History,65,Pass
1099,Male,10,Beginner,Computer Science,56,Pass
1100,Female,9,Beginner,Mathematics,32,Fail
1100,Female,9,Beginner,Science,40,Fail
1100,Female,9,Beginner,English,41,Fail
1100,Female,9,Beginner,History,51,Pass
1100,Female,9,Beginner,Computer Science,34,Fail
1101,Male,10,Intermediate,Mathematics,52,Pass
1101,Male,10,Intermediate,Science,39,Fail
1101,Male,10,Intermediate,English,45,Fail
1101,Male,10,Intermediate,History,78,Pass
1101,Male,10,Intermediate,Computer Science,56,Pass
1102,Male,12,Beginner,Mathematics,26,Fail
1102,Male,12,Beginner,Science,22,Fail
1102,Male,12,Beginner,English,63,Pass
1102,Male,12,Beginner,History,46,Fail
1102,Male,12,Beginner,Computer Science,53,Pass
1103,Female,11,Intermediate,Mathematics,46,Fail
1103,Female,11,Intermediate,Science,40,Fail
1103,Female,11,Intermediate,English,58,Pass
1103,Female,11,Intermediate,History,73,Pass
1103,Female,11,Intermediate,Computer Science,45,Fail
1104,Female,12,Advanced,Mathematics,59,Pass
1104,Female,12,Advanced,Science,93,Pass
1104,Female,12,Advanced,English,100,Pass
1104,Female,12,Advanced,History,66,Pass
1104,Female,12,Advanced,Computer Science,67,Pass
1105,Female,9,Advanced,Mathematics,70,Pass
1105,Female,9,Advanced,Science,64,Pass
1105,Female,9,Advanced,English,97,Pass
1105,Female,9,Advanced,History,89,Pass
1105,Female,9,Advanced,Computer Science,96,Pass
1106,Male,12,Beginner,Mathematics,48,Fail
1106,Male,12,Beginner,Science,50,Pass
1106,Male,12,Beginner,English,46,Fail
1106,Male,12,Beginner,History,65,Pass
1106,Male,12,Beginner,Computer Science,50,Pass
1107,Male,9,Intermediate,Mathematics,48,Fail
1107,Male,9,Intermediate,Science,77,Pass
1107,Male,9,Intermediate,English,55,Pass
1107,Male,9,Intermediate,History,59,Pass
1107,Male,9,Intermediate,Computer Science,80,Pass
1108,Male,10,Advanced,Mathematics,66,Pass
1108,Male,10,Advanced,Science,92,Pass
1108,Male,10,Advanced,English,66,Pass
1108,Male,10,Advanced,History,73,Pass
1108,Male,10,Advanced,Computer Science,58,Pass
1109,Female,12,Intermediate,Mathematics,53,Pass
1109,Female,12,Intermediate,Science,39,Fail
1109,Female,12,Intermediate,English,56,Pass
1109,Female,12,Intermediate,History,61,Pass
1109,Female,12,Intermediate,Computer Science,83,Pass
1110,Female,9,Intermediate,Mathematics,78,Pass
1110,Female,9,Intermediate,Science,51,Pass
1110,Female,9,Intermediate,English,58,Pass
1110,Female,9,Intermediate,History,83,Pass
1110,Female,9,Intermediate,Computer Science,75,Pass
1111,Male,12,Beginner,Mathematics,27,Fail
1111,Male,12,Beginner,Science,56,Pass
1111,Male,12,Beginner,English,41,Fail
1111,Male,12,Beginner,History,69,Pass
1111,Male,12,Beginner,Computer Science,32,Fail
1112,Male,9,Intermediate,Mathematics,38,Fail
1112,Male,9,Intermediate,Science,47,Fail
1112,Male,9,Intermediate,English,61,Pass
1112,Male,9,Intermediate,History,81,Pass
1112,Male,9,Intermediate,Computer Science,74,Pass
1113,Female,9,Intermediate,Mathematics,64,Pass
1113,Female,9,Intermediate,Science,81,Pass
1113,Female,9,Intermediate,English,61,Pass
1113,Female,9,Intermediate,History,87,Pass
1113,Female,9,Intermediate,Computer Science,63,Pass
1114,Female,12,Intermediate,Mathematics,40,Fail
1114,Female,12,Intermediate,Science,75,Pass
1114,Female,12,Intermediate,English,44,Fail
1114,Female,12,Intermediate,History,70,Pass
1114,Female,12,Intermediate,Computer Science,58,Pass
1115,Female,9,Beginner,Mathematics,25,Fail
1115,Female,9,Beginner,Science,36,Fail
1115,Female,9,Beginner,English,70,Pass
1115,Female,9,Beginner,History,64,Pass
1115,Female,9,Beginner,Computer Science,60,Pass
1116,Female,9,Advanced,Mathematics,66,Pass
1116,Female,9,Advanced,Science,87,Pass
1116,Female,9,Advanced,English,95,Pass
1116,Female,9,Advanced,History,91,Pass
1116,Female,9,Advanced,Computer Science,75,Pass
1117,Female,12,Advanced,Mathematics,60,Pass
1117,Female,12,Advanced,Science,87,Pass
1117,Female,12,Advanced,English,84,Pass
1117,Female,12,Advanced,History,89,Pass
1117,Female,12,Advanced,Computer Science,79,Pass
1118,Male,10,Intermediate,Mathematics,56,Pass
1118,Male,10,Intermediate,Science,63,Pass
1118,Male,10,Intermediate,English,86,Pass
1118,Male,10,Intermediate,History,74,Pass
1118,Male,10,Intermediate,Computer Science,56,Pass
1119,Female,9,Beginner,Mathematics,49,Fail
1119,Female,9,Beginner,Science,27,Fail
1119,Female,9,Beginner,English,47,Fail
1119,Female,9,Beginner,History,44,Fail
1119,Female,9,Beginner,Computer Science,43,Fail
1120,Female,9,Advanced,Mathematics,89,Pass
1120,Female,9,Advanced,Science,86,Pass
1120,Female,9,Advanced,English,88,Pass
1120,Female,9,Advanced,History,66,Pass
1120,Female,9,Advanced,Computer Science,70,Pass
1121,Female,12,Beginner,Mathematics,60,Pass
